	Sample_1	Sample_2
MIR3074	4.340530979	0
MIR3142HG	0	1.541524814
MIR3189	0	4.187294352
MIR31HG	0	0
MIR324	3.199528306	2.600888851
MIR34AHG	1.369273827	1.747938639
MIR3648-1	3.701539338	2.127792817
MIR3661	5.54203927	5.606530424
MIR3665	1.296399338	4.073490136
MIR3682	3.430148263	2.084939986
MIR3685	3.778111175	0
MIR3918	2.139722637	4.327549911
MIR3936HG	1.365427482	1.42487655
MIR4253	2.219495627	3.448571025
MIR4271	3.889151815	4.028852239
MIR429	0	2.600888851
MIR4435-2HG	0.95587721	0.705162133
MIR4453HG	1.319735682	1.256967491
MIR4458HG	0.805032386	0.540864896
MIR4477B	4.542909586	3.672527958
MIR4665	1.017089608	3.696901602
MIR4713HG	0.403551687	1.215846707
MIR4733HG	1.603010704	1.706555122
MIR4746	2.548205612	2.602749879
MIR497HG	2.643776807	2.656394115
MIR503HG	1.617383334	0.734149494
MIR600HG	0.557155002	0.385048585
MIR6080	2.615706934	3.244714336
MIR6126	5.402315103	5.148630958
MIR631	2.975160095	3.483011044
MIR646HG	0.105154648	0.045977015
MIR647	0.897132113	0
MIR6720	0	3.487328875
MIR762	5.887588181	5.083898107
MIR762HG	3.87294709	2.55763502
MIR9-1HG	0.039787511	0
MIR9-3HG	0.157912766	0.166757337
MIR924HG	0.269229188	0.19416331
MIR99AHG	0.86051403	0
MIRLET7A1HG	1.233721009	1.170154181
MIRLET7BHG	0.716285667	1.050614815
MIS12	2.513799538	2.677010557
MIS18A	2.83142222	2.608200936
MIS18BP1	1.643301084	2.908273138
MISP	1.576314619	2.310956325
MISP3	1.14185041	0.695866616
MITD1	2.341185859	2.37890048
MITF	2.612721314	2.826539526
MIX23	2.695760625	2.428001212
MIXL1	0.242235917	0
MKI67	2.443097751	2.350364586
MKKS	2.350217786	1.913736723
MKLN1	2.485313258	2.551281885
MKLN1-AS	0.447895398	0.663655749
MKNK1	2.578742238	2.926827479
MKNK1-AS1	2.000609038	2.434267685
MKNK2	4.266855431	4.303871223
MKRN1	3.809484659	3.569012364
MKRN2	3.497801266	3.213281855
MKRN2OS	1.038158478	0.701038127
MKS1	1.695326171	1.283302188
MLEC	4.169113527	3.960652799
MLF1	1.623242117	1.992912169
MLF2	5.090546903	4.616800905
MLH1	2.562445088	2.036426893
MLH3	1.833459657	1.95845617
MLKL	2.122209133	2.600795905
MLLT1	4.023046845	3.545357326
MLLT10	2.378640002	2.238211737
MLLT11	2.830237614	2.980961065
MLLT3	1.695991094	1.678347251
MLLT6	2.175470733	2.395163125
MLPH	1.938084163	0.982549751
MLST8	3.280398549	3.343288479
MLX	3.45137349	3.736561967
MLXIP	3.29258286	2.264819748
MLXIPL	1.424725015	3.277115851
MLYCD	1.44032456	1.302379068
MMAA	0.915698929	1.244960484
MMAB	2.394591383	1.956060987
MMACHC	4.786637626	4.107548559
MMADHC	4.293910042	4.503206042
MMADHC-DT	0.709904986	1.148023212
MMD	2.737967246	3.750832394
MME	0.363452255	2.662586404
MME-AS1	0.155646143	2.888827146
MMEL1	0.195727034	0.832739871
MMGT1	2.659077264	2.846666319
MMP1	3.604211565	2.041137749
MMP10	3.058450776	2.629498317
MMP11	1.2503465	1.404629431
MMP12	0.26707442	7.428955173
MMP13	2.114738269	0
MMP14	4.862953741	5.548761596
MMP15	2.62854923	3.192734761
MMP16	0.469300142	0.218609048
MMP17	1.42829887	1.481934974
MMP19	3.027201791	5.045296951
MMP2	4.915707705	4.465571939
MMP21	0.280807051	0.687508603
MMP23A	1.39041696	0
MMP23B	2.935656927	0.906607396
MMP24	2.759112871	1.792257893
MMP24OS	3.775443046	3.156307546
MMP25	1.098071746	1.626088532
MMP25-AS1	1.179053878	1.301275919
MMP28	2.471561283	2.785626804
MMP3	0.372446322	0
MMP7	2.286005195	6.288210163
MMP9	1.906670995	8.569759196
MMRN1	0.806511449	0.102003639
MMRN2	3.433819706	2.467296923
MMS19	2.945835711	3.260103706
MMS22L	0.840756999	0.798318577
MMUT	3.032968863	3.142586929
MN1	0.816578942	0.556290021
MNAT1	2.29454494	1.765700128
MNDA	1.894118984	3.786448662
MNS1	2.268334486	1.295003473
MNT	2.295228524	2.359778113
MNX1	0.976276149	0.629988131
MNX1-AS1	0.589852087	0
MOAP1	1.380650517	1.170218346
MOB1A	3.843949857	4.447784235
MOB1B	2.085760806	2.65519873
MOB2	4.408565915	2.432077509
MOB3A	3.513494714	3.617890603
MOB3B	1.698436569	1.964166509
MOB3C	2.665877078	2.594647177
MOB4	2.889384473	2.707487194
MOCOS	1.289981848	2.578739059
MOCS1	3.516455712	1.273441467
MOCS2	3.369232703	2.497469637
MOCS3	1.743813725	1.875944304
MOGAT2	0.717462814	0.561895011
MOGS	3.54207632	3.675475963
MOK	2.382975728	1.963829551
MON1A	2.21436623	1.652982187
MON1B	2.519394641	2.957968999
MON2	2.230786247	2.049202793
MORC2	2.706330047	2.108303648
MORC2-AS1	2.733381104	1.791099562
MORC3	2.622769531	2.925130298
MORC4	2.246667306	2.145346586
MORF4L1	4.713460096	4.41092878
MORF4L1P1	3.278057021	3.249671112
MORF4L2	5.709758822	5.038828565
MORF4L2-AS1	1.46843144	1.140206907
MORN1	0.790911241	0.688966163
MORN2	3.173885707	1.925170726
MORN3	0.196372232	0
MORN4	2.511581991	1.44428772
MOSMO	0.220077089	0.604814837
MOSPD1	2.365512515	2.467477813
MOSPD2	2.05164086	2.618717291
MOSPD3	3.847568749	3.494164545
MOV10	3.445441647	3.440527553
MOV10L1	0.524683213	0.042150922
MOXD1	3.954203138	2.23591277
MPC1	3.882268831	4.001466838
MPC2	4.075537521	3.964640148
MPDU1	3.482292602	3.754786652
MPDZ	2.524821656	1.162572019
MPEG1	1.922666413	4.261436042
MPG	4.747495545	4.376486894
MPHOSPH10	3.153324508	2.76917539
MPHOSPH6	3.175698285	3.276699818
MPHOSPH8	3.468117672	3.191441969
MPHOSPH9	1.126262117	1.308053204
MPI	3.00523902	2.943503695
MPL	0.615219516	0
MPLKIP	2.165102537	1.911073046
MPND	3.257187071	3.865136059
MPP1	2.979809658	4.299659192
MPP2	2.573439241	0.291718073
MPP3	2.127029535	0.796930548
MPP7	1.964103517	1.484588185
MPPE1	2.855804525	2.126100599
MPPED1	0.306995159	0
MPPED2	1.822953816	0.070387608
MPRIP	4.063203162	2.730942062
MPST	3.206176269	2.725861115
MPV17	3.514505392	3.06618368
MPV17L	0.937674678	0
MPV17L2	3.166341644	2.786400625
MPZ	1.24260343	1.882975934
MPZL1	3.467890771	3.817925908
MPZL2	2.831710775	3.737846093
MPZL3	0.946028083	1.871284067
MR1	2.135226685	3.047170193
MRAP	2.64633651	1.668104225
MRAP2	0.682488204	0.066930786
MRAS	3.667921837	3.102365194
MRC1	1.326673406	4.385708632
MRC2	4.210505891	3.786275233
MRE11	2.206754437	2.064535634
MREG	1.68787686	3.538745153
MRFAP1	5.940442845	5.4219321
MRFAP1L1	4.583653185	3.942773495
MRGBP	2.972743396	3.074583966
MRGPRF	5.594400049	1.603729754
MRI1	3.564400854	3.268279759
MRM1	1.792521917	1.613812684
MRM3	3.263826261	2.969463763
MRNIP	2.805984976	2.66823452
MRO	0.204695518	0.701815273
MROCKI	0.724125103	0.676248962
MROH1	2.923612928	3.068036964
MROH2A	1.204851318	4.013081819
MROH3P	0.465131044	0.04719473
MROH6	1.798702723	1.5004076
MROH7	0.497403152	0.150805948
MROH8	2.094520985	2.340467279
MRPL1	3.449766555	3.166147925
MRPL10	3.723511812	3.042878734
MRPL11	4.034694344	3.100418089
MRPL12	3.868080263	3.147776603
MRPL13	2.700127035	2.873224772
MRPL14	4.35775019	4.055746847
MRPL15	3.64902569	3.879289203
MRPL16	3.842614609	3.421853246
MRPL17	3.864089418	3.66793338
MRPL18	4.886039687	4.275952421
MRPL19	2.240786154	2.511672602
MRPL2	1.668363788	1.333324179
MRPL20	4.372796275	3.86768943
MRPL20-AS1	3.317738722	3.005710438
MRPL20-DT	1.499461304	0.17752377
MRPL21	3.890387251	2.774353606
MRPL22	2.427566443	2.166526145
MRPL23	3.88697349	3.404127265
MRPL24	4.146229128	3.489423748
MRPL27	3.840046439	2.991078169
MRPL28	3.971601832	3.737456186
MRPL3	4.20621211	3.984181878
MRPL30	2.56354712	2.853389362
MRPL32	3.459862409	2.949967418
MRPL33	3.402397218	2.972415753
MRPL34	4.755948523	4.024897551
MRPL35	3.316971556	3.078648528
MRPL36	3.471589207	3.005350998
MRPL37	4.73303325	3.95701988
MRPL38	1.229658965	0.900434667
MRPL39	3.149736653	2.842702743
MRPL4	3.80256579	3.637101061
MRPL40	4.099004416	3.52333752
MRPL41	5.892508224	5.13891497
MRPL42	2.05720196	2.116535456
MRPL43	3.964094886	3.54077161
MRPL44	3.583682991	3.877315013
MRPL45	2.79635737	2.810968686
MRPL46	0.726242244	0.579761703
MRPL47	4.29772333	3.664540322
MRPL48	2.469235591	1.915960025
MRPL49	4.023887443	3.516281949
MRPL50	2.674251191	2.657344865
MRPL51	4.816787923	4.05706741
MRPL52	3.319549277	2.695436169
MRPL54	4.406446078	3.587452259
MRPL55	4.234429519	3.580822894
MRPL57	4.224182244	3.950143451
MRPL58	3.818857721	3.681783535
MRPL9	4.094076648	3.77488667
MRPS10	4.222437905	3.46994455
MRPS11	2.89980228	2.52039723
MRPS12	2.155493333	2.834620689
MRPS14	3.272352561	3.066770723
MRPS15	4.300250759	3.534397894
MRPS16	4.26929854	4.23535685
MRPS17	2.222885441	1.849009402
MRPS18A	4.110987912	4.033041758
MRPS18B	3.131353428	3.478276173
MRPS18C	2.319470566	2.517695745
MRPS2	3.839472744	3.942542214
MRPS21	4.489048837	4.395404597
MRPS22	2.342305715	2.475210469
MRPS23	2.717571189	2.497673503
MRPS25	3.549716351	3.005511329
MRPS26	5.228025517	4.612481032
MRPS27	3.151944877	2.793873243
MRPS28	1.789828635	1.282376126
MRPS30	2.699808175	2.985176204
MRPS30-DT	1.067673962	0.339991842
MRPS31	3.235122687	2.664460144
MRPS33	2.511695342	2.192025444
MRPS34	5.214190134	5.265245558
MRPS35	3.904502096	3.853137531
MRPS36	2.332371334	2.935899914
MRPS5	2.456379812	2.583820932
MRPS6	3.40809219	2.654958452
MRPS7	3.656408178	3.754332327
MRPS9	3.318115815	3.282353745
MRPS9-AS1	3.546864228	3.347974034
MRRF	2.12129192	2.281750075
MRS2	2.818790779	3.176739956
MRTFA	3.337953616	2.802010393
MRTFB	1.870576973	1.505484116
MRTO4	3.599246151	3.582295304
MS4A1	0.704673725	0.116935741
MS4A14	0.928853595	2.024570843
MS4A2	0.318959522	0
MS4A4A	1.387040033	3.920889329
MS4A4E	1.200954734	1.490687285
MS4A6A	2.516723388	4.167430293
MS4A7	1.918230607	4.487564339
MS4A8	0	0.207351325
MSANTD1	0.350026711	0.417850049
MSANTD2	2.475484682	1.991899654
MSANTD3	2.969663027	2.99247317
MSANTD4	2.306191073	2.402342197
MSC	4.083299077	3.069599043
MSC-AS1	2.022797148	1.225303923
MSH2	1.413508395	1.672830994
MSH3	2.237891399	2.07884142
MSH6	2.932917577	2.778598607
MSI1	1.184223258	0
MSI2	1.599125933	1.783976358
MSL1	3.62961066	3.382879415
MSL2	2.575511687	2.902683572
MSL3	2.128235566	2.652490788
MSLN	1.551349694	0
MSMB	0	0.494080457
MSMO1	3.261269336	3.040569076
MSMP	2.99410219	3.497854668
MSN	5.04464478	4.926576305
MSR1	1.167336965	4.935319266
MSRA	1.591083002	1.827648575
MSRB1	4.920954528	3.62359628
MSRB2	3.7933527	2.846089792
MSRB3	4.746935349	1.084412269
MSS51	1.702739881	1.218166889
MST1	2.138646067	2.828245184
MST1L	1.214568386	1.354772486
MST1P2	2.401797815	3.201423557
MST1R	3.478460792	2.135811459
MSTN	0.636785625	0.386807214
MSTO1	2.797376722	2.166538434
MSTO2P	2.595435736	1.891034365
MSX1	1.844567916	2.031517146
MSX2	1.478377019	0
MT-ATP6	10.69232896	10.23253568
MT-ATP8	6.244158152	6.435242552
MT-CO1	10.72853552	11.05276793
MT-CO2	10.84012046	10.67481191
MT-CO3	10.77726935	10.4603529
MT-CYB	9.847317303	9.730470251
MT-ND1	9.652729922	9.894674558
MT-ND2	9.98145616	9.773326655
MT-ND3	9.834878185	9.156199339
MT-ND4	10.45312068	10.28870637
MT-ND4L	8.9847429	9.106152207
MT-ND5	8.450225012	9.305891425
MT-ND6	9.049727664	9.592094562
MT-RNR1	8.309977025	8.815012507
MT-RNR2	9.977398778	10.21938518
MT-TA	2.20649355	3.781394446
MT-TC	0	3.477488521
MT-TE	6.451351582	6.939444104
MT-TN	1.572863151	2.409818201
MT-TP	7.717122438	8.207593108
MT-TQ	6.034045827	6.640249352
MT-TS1	10.69178777	10.29542747
MT-TT	3.271611082	5.520600997
MT-TW	2.420666762	4.828289987
MT-TY	7.922341458	8.74029911
MT1A	3.188043336	0.317399517
MT1E	4.194922686	2.766641055
MT1F	2.186718311	2.052747562
MT1G	2.884626516	1.514138492
MT1H	1.656924547	0
MT1L	3.461816927	0.891863544
MT1M	3.566256086	0.625110152
MT1X	2.874361218	0.663824247
MT2A	6.583754086	5.418944303
MTA1	4.244802213	3.136414759
MTA2	4.093337647	4.338302658
MTA3	2.555310011	1.73022464
MTAP	1.461327466	1.667171453
MTARC1	1.090397034	0.720723483
MTARC2	3.061069224	2.45544383
MTATP6P1	7.056331096	6.836401762
MTBP	1.0962091	1.760306904
MTCH1	5.18930674	4.861676059
MTCH2	3.472562116	3.735818743
MTCL1	1.054923109	0.746495095
MTCO1P12	5.270839208	5.535441359
MTCO1P40	1.172832282	2.228278684
MTCO2P12	3.271611082	3.83583822
MTCO2P2	2.203522762	2.695063104
MTCO3P12	3.186289061	3.948185369
MTCP1	0.204210878	0.703802399
MTCYBP18	0.913644976	0.466297682
MTDH	3.768505672	4.077194002
MTERF1	1.892886976	1.698051725
MTERF2	2.399278393	1.895843165
MTERF3	3.370942093	3.114383243
MTERF4	2.325595324	1.709285797
MTF1	1.6398161	2.07236556
MTF2	2.327656903	2.607961322
MTFMT	2.522359029	2.038726298
MTFR1	2.571074516	2.621083394
MTFR1L	3.277980114	2.436832005
MTFR2	1.94251069	1.192213991
MTG1	2.147801604	1.583859345
MTG2	2.965097667	2.463717499
MTHFD1	2.678958599	2.626989946
MTHFD1L	2.628885281	3.001444926
MTHFD2	2.43422203	2.915159722
MTHFD2L	1.202691643	1.299253877
MTHFR	2.109362967	1.987302807
MTHFS	0.808178401	0.882609546
MTHFSD	2.340831494	1.709771017
MTIF2	3.134941387	3.245853012
MTIF3	4.233229955	3.93935353
MTLN	3.292269662	2.808123545
MTM1	2.55363897	2.552706813
MTMR1	2.548618249	2.715977764
MTMR10	1.721227778	1.582348123
MTMR11	2.763388265	1.277702632
MTMR12	2.550705955	2.550351349
MTMR14	2.671411613	3.279391901
MTMR2	2.28800751	2.416825997
MTMR3	2.536157949	2.877245869
MTMR4	2.318564147	3.225932032
MTMR6	3.010846903	3.399614053
MTMR7	1.687878907	1.108045946
MTMR8	0.73930155	0.818273197
MTMR9	0.261340653	1.058970924
MTMR9LP	3.385712726	2.575649364
MTND1P23	3.107572329	3.827218574
MTND2P28	3.909743117	3.801823671
MTND4LP30	0	1.249999572
MTND4P12	2.052191039	3.487094178
MTND5P11	0.379628	1.45055492
MTND6P4	1.300565848	2.906157872
MTO1	1.433819974	1.305345308
MTOR	2.187249917	2.594737236
MTOR-AS1	0.437144175	1.732184474
MTPAP	2.241688555	1.843790625
MTPN	4.399564522	4.868101213
MTR	1.99688754	2.020993594
MTRES1	2.888125453	2.508354504
MTREX	3.737066325	3.218170646
MTRF1	1.965077488	1.957975012
MTRF1L	2.184455072	2.536534995
MTRR	2.567940316	2.419852655
MTSS1	3.162446134	2.789560108
MTSS2	4.178520201	3.142523407
MTURN	3.40205006	1.953184569
MTUS1	2.418509874	2.128526021
MTUS2	0.180599822	0
MTX1	2.373020975	2.414687183
MTX1P1	1.342564672	2.656000536
MTX2	4.111163793	3.636533823
MTX3	2.163446433	2.033396229
MUC1	3.340276929	3.249389308
MUC12	0.732201013	0.066621699
MUC12-AS1	3.101997777	1.157111184
MUC15	0.356014529	0.079253882
MUC16	0.006342867	0.123654679
MUC2	0.333832271	2.78962608
MUC20	0.097107398	0.083002529
MUC20-OT1	0.350618536	0.368445003
MUC20P1	0	0.480176406
MUC3A	0.782497867	0.098798955
MUC4	0.65685101	0.100348443
MUC5AC	0.031467944	0.766873678
MUL1	3.545451985	3.726060345
MUS81	3.662497268	2.7320024
MUTYH	0.569791957	0.476824103
MVB12A	3.560511892	3.191152227
MVB12B	2.309382392	1.77235772
MVD	2.917820614	2.369338302
MVK	2.027925731	1.971131557
MVP	4.712134818	4.382749099
MX1	2.835270909	3.951674279
MX2	1.957381159	2.93857453
MXD1	1.535743603	2.794185239
MXD3	3.983501227	3.42164353
MXD4	4.145432718	3.594706809
MXI1	3.431839522	3.450839757
MXRA5	2.354194398	2.274295918
MXRA5Y	0.48704856	0.259168831
MXRA7	5.189917245	2.69598454
MXRA8	5.360108473	3.207962491
MYADM	5.300005526	4.177812132
MYB	0.687529816	1.086332267
MYBBP1A	3.681051558	3.059150607
MYBL1	1.539013746	0.800241189
MYBL2	2.883579499	3.14505338
MYBPC1	0	1.170116087
MYC	4.112677157	4.251625084
MYCBP	3.348382644	2.63640291
MYCBP2	1.882770772	2.549819646
MYCBP2-AS1	0.801237098	2.007219335
MYCBPAP	0.442438788	0.065896796
MYCL	1.497456803	2.438839087
MYCL-AS1	0.884223078	1.742399063
MYCN	0.236276655	0.055005802
MYCNOS	0	0.028592465
MYCT1	1.802103298	0.461118438
MYD88	3.63995096	4.371155772
MYDGF	4.582689215	4.986657318
MYEF2	1.645339488	0.175239586
MYEOV	2.874110589	3.562959522
MYG1-AS1	3.781681709	3.517339984
MYH10	3.475469041	2.480901068
MYH11	6.669313727	0.597564904
MYH14	2.498147609	2.484834638
MYH3	1.481742199	0.33530385
MYH7B	0.603509201	0.442148254
MYH9	5.587284658	5.074870218
MYL12-AS1	5.043469113	5.095342097
MYL12A	5.162596449	5.178512366
MYL12B	5.888898432	5.924616994
MYL5	3.392201046	2.924636435
MYL6	6.511857224	5.31053878
MYL6B	3.318325091	2.379940324
MYL9	8.454333019	3.933764252
MYLIP	4.038514063	3.194681497
MYLK	5.909275516	1.641734296
MYLK-AS1	5.621127235	1.289822079
MYLK2	0	0.048510518
MYLK4	0.471725768	0.538359493
MYNN	2.372050672	2.133744385
MYO10	1.423479491	1.44644547
MYO15A	0.434271667	0.169665011
MYO15B	2.880194139	2.135224128
MYO18A	2.581339759	2.010103296
MYO19	1.683496009	1.599261967
MYO1B	3.040145059	1.643675037
MYO1C	4.709583989	3.985192086
MYO1D	3.037716369	3.22216175
MYO1E	2.731024548	3.166911621
MYO1F	1.847292283	3.648297748
MYO1G	1.388150821	3.112041995
MYO3A	0	0.905341246
MYO3B	0.239725193	0.149840065
MYO5A	2.097911398	2.938816925
MYO5B	1.26241243	1.922508467
MYO5BP2	0	0
MYO5C	1.675694377	0.453610734
MYO6	2.435856765	2.677031884
MYO7A	0.758012334	2.313967883
MYO7B	0.912707735	0
MYO9A	1.636679183	1.378809771
MYO9B	3.299165432	4.403193359
MYOCD	3.161663713	0.196126456
MYOF	3.881229844	3.798766825
MYOM1	2.834185376	0.066699329
MYOM2	0.537345429	0.099685183
MYOM3	0.287394861	0.062240306
MYORG	1.972141759	2.466754591
MYOSLID	0.300947237	0.349990893
MYOT	1.184733939	0.741575324
MYOZ1	1.38715544	0.705127645
MYOZ3	1.686684987	0.14100857
MYPOP	2.873295628	2.823644108
MYRF	0.309271311	1.029186464
MYRF-AS1	1.107653937	0.754464369
MYRFL	0.208918823	0.97197855
MYRIP	0.174045754	0.44121668
MYSM1	2.383771223	2.153323556
MYT1	0.078139885	0.021325166
MYZAP	1.318386618	0.586196136
MZB1	2.364430533	2.214127271
MZF1	3.153745743	2.233952135
MZF1-AS1	1.073514655	1.571883871
MZT1	3.124621351	3.705007295
MZT2A	4.090230597	3.618743061
MZT2B	5.919793956	5.013859602
N4BP1	2.695949714	3.240521861
N4BP2	1.061379505	1.397648201
N4BP2L1	1.821872605	2.277163229
N4BP2L2	2.475055644	2.372762786
N4BP2L2-IT2	1.303062536	0.736698814
N4BP3	0.814548848	1.185978185
N6AMT1	1.594697141	1.250849831
NAA10	2.731074636	2.132362431
NAA15	2.163931838	2.598573333
NAA16	2.199802609	1.80352831
NAA20	4.1162443	3.821576893
NAA25	1.748474225	2.122261916
NAA30	2.253550171	2.319955698
NAA35	1.453640919	2.142569729
NAA38	4.482187717	3.66629964
NAA40	2.554548131	2.577894997
NAA50	3.363765588	4.008097155
NAA60	3.199845241	2.928158918
NAA80	2.618251245	2.375635644
NAAA	2.574573119	2.791686101
NAALAD2	0.074936474	0
NAALADL1	2.574573119	0.791145011
NAALADL2	0.879755411	1.345283824
NAB1	3.216474256	3.088602473
NAB2	3.671473679	3.040045443
NABP1	1.305281377	2.585870701
NABP2	3.927847328	3.354202325
NACA	4.376895873	3.968891705
NACAD	1.665857085	0.53877219
NACC1	3.713915527	4.157415625
NACC2	3.833398851	2.445548661
NADK	3.299039506	3.996013701
NADK2	3.184788052	2.795316921
NADSYN1	3.155142984	2.832122143
NAE1	2.813140769	3.081166444
NAF1	1.750615013	1.878392373
NAGA	3.601851608	4.070164379
NAGK	3.124078051	3.583487172
NAGLU	3.529748419	4.03051074
NAGPA	2.29250518	2.818571874
NAGS	1.24811378	1.800810268
NAIF1	1.740387424	2.127792817
NALCN	0.502362381	0.114867662
NALT1	3.044239172	2.071162932
NAMPT	2.524802132	3.108551678
NAMPTP1	0.244778461	0.111256904
NANOS1	0.730505874	0.486139057
NANP	1.015241492	2.055023412
NANS	3.072109798	3.417374458
NAP1L1	3.76498676	3.755440226
NAP1L2	2.325406244	0.056325644
NAP1L3	2.963811586	0.638414812
NAP1L4	3.471580249	3.190410075
NAP1L5	2.645713184	1.671711727
NAPA	3.035038523	3.191292378
NAPA-AS1	3.002831655	3.227312108
NAPB	2.334548602	2.101532281
NAPEPLD	0.229681032	0.344193774
NAPG	2.649620198	2.410274077
NAPRT	4.272230226	4.228699346
NAPSA	0.843278991	0.152922447
NAPSB	2.031616083	2.776517846
NARF	2.690227152	3.06941162
NARF-AS2	1.826440291	1.475027284
NARS1	4.339559534	4.41986174
NARS2	2.43115367	2.395012197
NASP	4.125357721	2.976319172
NAT1	1.11023046	1.779644271
NAT10	3.459037456	3.048955289
NAT14	3.966323481	2.307025962
NAT8L	0.664782498	0.294138393
NAT9	3.037461364	2.465231941
NATD1	2.570725088	2.181524473
NAV1	1.692738014	1.485983307
NAV2	2.546543808	1.55677281
NAV2-AS1	3.837848715	2.787532121
NAV2-AS2	2.095901857	1.953488423
NAV3	1.546861786	0.043598444
NAXD	4.184090213	3.606169643
NAXE	3.354066637	2.788481446
NBAS	2.482601279	2.581605556
NBDY	3.282872499	3.156574354
NBEA	1.711521442	0.315691911
NBEAL1	1.281840891	1.348294323
NBEAL2	3.467685879	3.378075541
NBL1	5.451118074	3.47431145
NBN	2.696594052	3.16807014
NBPF1	1.622368501	1.864225197
NBPF10	0.408717312	0.934121141
NBPF11	1.926001651	1.610383541
NBPF12	1.750168751	1.940204782
NBPF14	1.043216886	1.386108419
NBPF15	2.429624563	2.483601543
NBPF20	0.296420347	0.383395757
NBPF25P	0.283625898	0.615387347
NBPF26	1.010763281	1.35561127
NBPF2P	0.817914802	0.942559302
NBPF3	1.1601318	1.401648788
NBPF4	0	0
NBPF8	1.551700247	1.964237397
NBPF9	1.650261863	1.521968713
NBR1	3.510099927	3.29695098
NBR2	1.457217037	1.783439789
NCALD	3.419140086	0.339768535
NCAM1	3.056027445	0.109875435
NCAM2	0.831098184	0.052172694
NCAPD2	3.382677226	3.187559662
NCAPD3	3.44456835	2.398403157
NCAPG	2.476843826	2.599113675
NCAPG2	1.700159989	2.168487778
NCAPH	1.147997204	1.52957769
NCAPH2	3.742096971	3.148171903
NCBP1	2.69481253	3.127440119
NCBP2	3.593451319	3.398319421
NCBP2-AS1	2.295808647	2.668887618
NCBP2AS2	4.370175869	3.970843541
NCBP2L	0.552624506	0.792808981
NCBP3	2.299694205	2.179115493
NCCRP1	0.880501192	2.703458702
NCDN	3.357163154	2.603816412
NCEH1	1.794670706	3.756817089
NCF1	1.38834116	3.400270992
NCF1B	1.139800186	3.05866165
NCF1C	2.744716533	3.927068548
NCF2	1.664830486	4.453739745
NCF4	3.098979873	3.896496086
NCF4-AS1	1.564039924	2.798753974
NCK1	2.460031298	2.458310792
NCK1-DT	1.11130776	0.936784588
NCK2	4.104654967	3.99915072
NCKAP1	3.172252391	2.827086591
NCKAP1L	1.345236213	3.73169391
NCKAP5	0.123310971	0.292900439
NCKAP5L	2.994617395	2.487062838
NCKIPSD	3.191669432	3.148035325
NCL	4.779343538	4.582684557
NCLN	4.371847392	3.976541107
NCMAP	0	0
NCMAP-DT	1.282477029	1.428756218
NCOA1	2.72674209	2.546237149
NCOA2	2.193787756	2.311474073
NCOA3	2.11299462	2.669106566
NCOA4	4.26173079	5.072727222
NCOA5	3.40625488	3.009181115
NCOA6	2.288028097	2.485056061
NCOA7	2.756992458	2.973038531
NCOR1	2.577686827	2.853274913
NCOR2	3.74855129	3.238851982
NCR3LG1	0.478421854	0.208997815
NCS1	4.782339503	3.075660228
NCSTN	3.754721379	4.463583122
NDC1	3.041752726	2.854148202
NDC80	2.236159476	1.997178731
NDE1	5.53838138	1.490310053
NDEL1	2.788005942	2.557192439
NDFIP1	4.076564691	3.936095558
NDFIP2	2.563318447	3.369049432
NDNF	0.7929275	0.153239897
NDOR1	2.256265246	2.16969121
NDRG1	2.873329565	4.94359792
